,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,IDList,6_Month,12_Month,24_Month,Lifetime
2998,5022263,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,365243,1,0,0,0,Null,2.0,"[5022263, 5022264, 5022265, 5022266, 5022267, 5022268, 5022269, 5022270, 5022271, 5022272, 5022273, 5022274, 5022275]",1.0,1.0,1.0,0.0
3011,5022277,F,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,Office apartment,-21127,-14127,1,0,0,0,Core staff,1.0,[5022277],0.0,0.0,0.0,0.0
3012,5022278,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17556,-1921,1,0,1,0,Sales staff,2.0,"[5022278, 5022280]",0.0,0.0,0.0,0.0
3014,5022281,M,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10787,-279,1,0,0,1,Managers,1.0,"[5022281, 5022282]",1.0,1.0,1.0,1.0
3016,5022283,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15100,-3500,1,0,0,0,Cooking staff,3.0,"[5022283, 5022285, 5022288, 5022289, 5022290, 5022291, 5022292, 5022294, 5022295, 5022297, 5022298, 5022299]",0.0,0.0,1.0,0.0
3029,5022284,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11664,-1466,1,0,0,0,Drivers,1.0,[5022284],0.0,0.0,0.0,0.0
3030,5022302,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-19042,-3319,1,0,0,0,Null,1.0,"[5022302, 5022303, 5022304, 5022305, 5022307, 5022308, 5022311]",0.0,0.0,0.0,0.0
3040,5022309,F,Y,Y,2,189000.0,Working,Secondary / secondary special,Married,House / apartment,-10815,-2713,1,1,1,0,Sales staff,4.0,"[5022309, 5022310]",0.0,0.0,0.0,0.0
3042,5022316,M,Y,N,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-11373,-1371,1,0,0,0,Managers,3.0,"[5022316, 5022317, 5022318, 5022320]",0.0,0.0,0.0,0.0
3046,5022324,M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-21503,-1674,1,0,0,1,Core staff,2.0,"[5022324, 5022325, 5022326, 5022327, 5022328, 5022329, 5022330, 5022332, 5022333, 5022334, 5022335, 5022336, 5022337]",1.0,1.0,1.0,0.0
3059,5022338,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9655,-156,1,0,0,0,Null,1.0,"[5022338, 5022339, 5022340]",0.0,0.0,0.0,0.0
3062,5022341,F,Y,Y,1,202500.0,State servant,Higher education,Married,House / apartment,-16200,-3627,1,0,0,0,Core staff,3.0,"[5022341, 5022342]",0.0,0.0,1.0,0.0
3064,5022343,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23498,365243,1,0,0,0,Null,1.0,[5022343],0.0,0.0,0.0,0.0
3065,5022348,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,1,0,0,0,Core staff,2.0,"[5022348, 5022349, 5022350, 5022351, 5022352, 5022353, 5022354, 5022355, 5022359, 5022362, 5022363, 5022373]",1.0,1.0,1.0,1.0
3077,5022365,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22739,365243,1,0,1,0,Null,1.0,[5022365],0.0,0.0,0.0,0.0
3078,5022366,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11172,-3504,1,0,0,0,Laborers,2.0,"[5022366, 5022367, 5022370, 5022371, 5113191, 5113192]",0.0,0.0,1.0,0.0
3084,5022376,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-17536,-4113,1,0,1,0,Sales staff,2.0,"[5022376, 5113201]",0.0,0.0,0.0,0.0
3086,5022379,F,N,Y,0,225000.0,Commercial associate,Higher education,Widow,House / apartment,-21594,-11693,1,1,1,0,Laborers,1.0,"[5022379, 5022381, 5022382, 5022383, 5022384, 5113212]",0.0,0.0,0.0,0.0
3092,5022385,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-8738,-126,1,1,0,0,Sales staff,2.0,"[5022385, 5022386]",0.0,1.0,1.0,1.0
3094,5022387,F,N,Y,0,153000.0,Pensioner,Higher education,Married,House / apartment,-21899,365243,1,0,1,0,Null,2.0,"[5022387, 5022388, 5022389, 5022396, 5022397, 5022398, 5022401, 5022402, 5022407, 5022410, 5022411, 5022412, 5022413, 5022414, 5022415]",1.0,1.0,1.0,0.0
3110,5022416,F,Y,Y,1,157500.0,Working,Higher education,Married,With parents,-10845,-521,1,0,0,1,High skill tech staff,3.0,"[5022416, 5022417, 5022418, 5022419, 5022420, 5022421, 5113213]",1.0,1.0,1.0,1.0
3117,5022422,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19187,-1218,1,1,1,0,Cooking staff,2.0,"[5022422, 5022423, 5022424, 5022425]",0.0,0.0,0.0,0.0
3121,5022429,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16569,-517,1,0,0,0,Laborers,2.0,"[5022429, 5022426, 5022427, 5022428]",0.0,1.0,1.0,1.0
3122,5022430,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21412,365243,1,0,0,0,Null,2.0,"[5022430, 5022431, 5022432, 5022433, 5022434, 5022435, 5022436]",0.0,0.0,0.0,0.0
3130,5022437,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11470,-943,1,0,1,1,Sales staff,3.0,"[5022437, 5022438]",0.0,0.0,0.0,0.0
3132,5022439,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17927,-8553,1,0,0,0,Laborers,2.0,[5022439],0.0,0.0,0.0,0.0
3133,5022440,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10614,-1797,1,0,1,0,Sales staff,2.0,"[5022440, 5022441]",1.0,1.0,1.0,0.0
3135,5022442,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15914,-4354,1,0,1,0,Sales staff,2.0,"[5022442, 5022443, 5022444, 5022445, 5022446, 5022447]",0.0,0.0,0.0,0.0
3143,5022448,F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-17570,-1978,1,0,0,1,Core staff,1.0,"[5022448, 5022449, 5022451, 5022452, 5022453]",0.0,1.0,1.0,0.0
3148,5022454,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-8696,-1070,1,0,0,1,Drivers,3.0,"[5022454, 5022455, 5022456, 5022457, 5022458, 5022459]",1.0,1.0,1.0,0.0
3154,5022460,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14173,-217,1,0,0,0,Security staff,3.0,"[5022460, 5022461]",0.0,1.0,1.0,0.0
3156,5022462,M,Y,Y,0,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-17309,-3500,1,0,0,0,Null,2.0,"[5022462, 5022465, 5022466, 5022468, 5022469, 5022470, 5022471, 5022472, 5022473]",0.0,0.0,1.0,1.0
3168,5022477,F,N,Y,0,135000.0,Working,Incomplete higher,Married,House / apartment,-13038,-1617,1,0,0,1,Null,2.0,"[5022477, 5022478, 5022479, 5022480, 5090587, 5113071]",1.0,1.0,1.0,1.0
3174,5022481,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8145,365243,1,0,0,0,Null,1.0,[5022481],1.0,1.0,1.0,1.0
3175,5022482,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,1,0,Null,2.0,"[5022482, 5022483, 5022484, 5022485, 5022486, 5022487, 5022488, 5022489, 5113072]",1.0,1.0,1.0,1.0
3184,5022492,M,Y,N,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-14166,-2404,1,0,0,0,Medicine staff,3.0,"[5022492, 5022493, 5022494, 5022495, 5022496, 5022497, 5022498, 5022499, 5022502]",0.0,1.0,1.0,0.0
3196,5022504,F,N,Y,1,720000.0,Commercial associate,Higher education,Married,House / apartment,-16722,-2223,1,0,0,1,Managers,3.0,"[5022504, 5022505, 5022506]",0.0,0.0,0.0,0.0
3199,5022507,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23570,365243,1,0,0,0,Null,1.0,"[5022507, 5022508, 5022509, 5022510, 5022511, 5113092]",1.0,1.0,1.0,0.0
3205,5022512,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15688,-731,1,0,0,0,Drivers,2.0,"[5022512, 5022513]",0.0,0.0,0.0,0.0
3207,5022516,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20692,365243,1,0,1,0,Null,1.0,"[5022516, 5022517, 5022518, 5022519, 5022523, 5113093]",0.0,0.0,1.0,0.0
3213,5022525,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23484,365243,1,0,0,0,Null,2.0,"[5022525, 5022527, 5022528, 5022529]",1.0,1.0,1.0,0.0
3217,5022530,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,With parents,-18630,-1462,1,0,0,0,Laborers,2.0,"[5022530, 5022531, 5022532]",0.0,0.0,0.0,0.0
3220,5022535,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10724,-3074,1,0,0,0,High skill tech staff,4.0,"[5022535, 5022536]",0.0,1.0,1.0,0.0
3222,5022539,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13163,-1405,1,0,0,0,Laborers,2.0,"[5022539, 5022540]",0.0,0.0,0.0,0.0
3224,5022541,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-11984,-2043,1,0,0,1,Core staff,1.0,"[5022541, 5022542, 5022543, 5022545, 5022546, 5022547, 5022548, 5022549, 5022550, 5022551]",1.0,1.0,1.0,1.0
3234,5022553,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-11234,-2531,1,0,1,1,Sales staff,2.0,"[5022553, 5022554, 5022555, 5022556, 5022557]",0.0,1.0,1.0,1.0
3239,5022559,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-13071,-1344,1,0,0,0,Sales staff,3.0,"[5022559, 5022560, 5022561, 5022562, 5022563, 5022564, 5022565, 5022566, 5022567, 5022568, 5090590]",0.0,0.0,1.0,0.0
3250,5022569,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14836,-1740,1,0,0,0,Security staff,2.0,"[5022569, 5022570]",1.0,1.0,1.0,0.0
3252,5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,Null,2.0,"[5022571, 5022572, 5022573]",0.0,1.0,1.0,1.0
3255,5022577,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8533,-582,1,0,0,0,Laborers,1.0,"[5022577, 5022578, 5022579, 5022580]",1.0,1.0,1.0,0.0
3259,5022582,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17803,-10079,1,0,1,0,Core staff,1.0,"[5022582, 5022583, 5022584, 5022585, 5022587, 5022589, 5022590, 5022591, 5113121]",0.0,0.0,0.0,0.0
3268,5022592,F,N,Y,1,144000.0,Working,Higher education,Civil marriage,House / apartment,-13435,-122,1,1,1,1,Secretaries,3.0,"[5022592, 5022593, 5022594, 5022595, 5022596, 5022597, 5022598, 5022599]",0.0,1.0,1.0,0.0
3278,5022602,M,N,Y,0,337500.0,Working,Higher education,Married,House / apartment,-13263,-5269,1,0,0,0,Managers,2.0,"[5022602, 5022604, 5022605, 5113137, 5113138]",1.0,1.0,1.0,1.0
3283,5022606,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8603,-1005,1,1,1,0,Core staff,3.0,"[5022606, 5022607]",0.0,1.0,1.0,0.0
3285,5022608,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10144,-825,1,0,0,0,Laborers,3.0,"[5022608, 5022609, 5022610, 5022611, 5022612]",0.0,0.0,0.0,0.0
3290,5022614,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12022,-1674,1,0,0,1,Laborers,2.0,"[5022614, 5022616, 5022617, 5022618, 5022619]",0.0,1.0,1.0,1.0
3296,5022620,M,Y,N,0,247500.0,State servant,Higher education,Married,With parents,-12118,-2313,1,1,1,1,Core staff,2.0,"[5022620, 5022621, 5022622, 5022623, 5022624, 5022625, 5022626, 5022627]",1.0,1.0,1.0,0.0
3304,5022628,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-20404,-1736,1,0,1,0,Null,1.0,"[5022628, 5022634, 5022635, 5022636, 5022637, 5022639]",0.0,0.0,0.0,0.0
3312,5022640,F,N,Y,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-11185,-1405,1,0,0,1,Medicine staff,3.0,"[5022640, 5022641, 5022642, 5022643]",0.0,1.0,1.0,0.0
3316,5022644,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11759,-91,1,0,0,0,Managers,3.0,"[5022644, 5022647, 5022648, 5022649, 5022651, 5022652]",0.0,1.0,1.0,1.0
3323,5022654,M,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17972,-1917,1,1,1,0,Sales staff,1.0,"[5022654, 5022655]",0.0,0.0,1.0,0.0
3326,5022656,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22060,365243,1,0,1,0,Null,1.0,"[5022656, 5022657, 5022658]",1.0,1.0,1.0,0.0
3330,5022659,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13810,-1252,1,0,1,0,Private service staff,1.0,"[5022659, 5022660, 5022661]",1.0,1.0,1.0,1.0
3333,5022663,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-14858,-1432,1,0,0,0,Cleaning staff,2.0,[5022663],0.0,0.0,0.0,0.0
3334,5022664,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,1,0,0,Laborers,1.0,"[5022664, 5022665, 5022666, 5022667, 5022668, 5022669, 5022670, 5022671, 5022672, 5113159, 5113160]",0.0,0.0,1.0,0.0
3345,5022673,F,N,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-14421,-5574,1,0,0,1,Accountants,3.0,"[5022673, 5022679]",0.0,0.0,0.0,0.0
3347,5022676,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23286,365243,1,0,0,0,Null,2.0,"[5022676, 5022677]",0.0,0.0,0.0,0.0
3349,5022681,M,Y,Y,0,315000.0,Pensioner,Higher education,Married,House / apartment,-19380,365243,1,0,1,0,Null,2.0,"[5022681, 5022682]",0.0,0.0,0.0,0.0
3351,5022683,F,N,N,0,157500.0,Working,Secondary / secondary special,Separated,With parents,-14309,-548,1,1,1,0,Sales staff,1.0,"[5022683, 5022684, 5022685]",0.0,0.0,0.0,0.0
3354,5022686,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15903,-762,1,0,0,0,Sales staff,1.0,"[5022686, 5022687, 5022689, 5022690]",0.0,1.0,1.0,1.0
3358,5022691,F,Y,Y,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,-10669,-3109,1,0,0,0,Laborers,2.0,"[5022691, 5022692]",0.0,1.0,1.0,1.0
3360,5022694,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20763,365243,1,0,1,0,Null,2.0,"[5022694, 5022696]",0.0,0.0,1.0,0.0
3362,5022698,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14064,-5326,1,0,0,0,Drivers,1.0,"[5022698, 5022700, 5022701, 5022702, 5022703, 5022704, 5022705, 5022707, 5022697]",1.0,1.0,1.0,1.0
3370,5022712,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-23406,-2617,1,0,0,0,Security staff,2.0,"[5022712, 5022713, 5022715, 5022716, 5022717, 5022718, 5022719]",0.0,0.0,0.0,0.0
3379,5022720,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15202,-674,1,0,0,0,Drivers,4.0,"[5022720, 5022721, 5022722, 5090617]",0.0,0.0,0.0,0.0
3383,5022730,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15262,-1674,1,0,0,0,Managers,5.0,"[5022730, 5022731]",0.0,0.0,0.0,0.0
3385,5022732,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,Null,2.0,"[5022732, 5022733, 5022734, 5022737, 5022738, 5022739, 5022740]",0.0,1.0,1.0,0.0
3392,5022741,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,2.0,"[5022741, 5022742, 5022757, 5022758, 5022759, 5022760, 5022761, 5113193]",1.0,1.0,1.0,0.0
3400,5022743,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,2.0,"[5022743, 5022744, 5022745, 5022746, 5022749, 5022750, 5022751, 5022752, 5022753, 5022754, 5022755, 5022756, 5022762]",1.0,1.0,1.0,0.0
3414,5022765,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-11366,-3927,1,0,0,1,Core staff,2.0,[5022765],0.0,0.0,0.0,0.0
3415,5022767,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,4.0,"[5022767, 5022768, 5022769, 5022770, 5022771, 5022772, 5022773]",0.0,0.0,0.0,0.0
3424,5022774,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-22964,365243,1,0,0,0,Null,2.0,"[5022774, 5022775, 5022776, 5022778]",0.0,1.0,1.0,1.0
3428,5022783,M,Y,Y,1,216000.0,Working,Higher education,Widow,House / apartment,-13127,-1279,1,0,0,0,Managers,2.0,"[5022783, 5022784, 5022787, 5022788]",0.0,0.0,0.0,0.0
3432,5022789,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-12369,-187,1,0,0,0,Core staff,1.0,"[5022789, 5022790]",0.0,1.0,1.0,0.0
3434,5022791,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,1.0,"[5022791, 5022792, 5022794, 5022795, 5022796, 5022797, 5022798, 5022799, 5022800, 5022802, 5022803, 5022804, 5090079]",0.0,0.0,1.0,0.0
3447,5022807,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,-11900,-731,1,0,0,1,Sales staff,3.0,"[5022807, 5022808]",0.0,0.0,0.0,0.0
3449,5022809,M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-7723,-366,1,0,0,1,Sales staff,1.0,"[5022809, 5022810]",0.0,0.0,0.0,0.0
3451,5022811,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,1.0,"[5022811, 5022812, 5022813, 5022814, 5022815, 5022816]",1.0,1.0,1.0,1.0
3457,5022817,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,2.0,"[5022817, 5022818, 5022824, 5022825, 5022826, 5022827, 5022828, 5022831, 5022832, 5022833, 5022834, 5022835, 5022836, 5022837, 5113214]",0.0,1.0,1.0,1.0
3472,5022840,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,1.0,"[5022840, 5022841, 5022842, 5022843, 5022844, 5022845, 5022846, 5022847, 5022848, 5022849, 5113222, 5113223]",0.0,1.0,1.0,0.0
3484,5022851,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-18902,-8649,1,0,0,0,Managers,2.0,"[5022851, 5022852, 5022853, 5022855, 5113224]",0.0,0.0,0.0,0.0
3489,5022858,F,N,N,0,202500.0,Working,Higher education,Single / not married,Rented apartment,-19586,-1309,1,0,1,1,Managers,1.0,[5022858],0.0,0.0,0.0,0.0
3491,5022859,F,Y,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,-16616,-5815,1,0,0,0,Core staff,1.0,"[5022859, 5022860]",0.0,1.0,1.0,1.0
3494,5022862,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13621,-852,1,0,0,0,Accountants,1.0,[5022862],0.0,0.0,0.0,0.0
3495,5022863,F,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,4.0,"[5022863, 5022864, 5022865, 5022866, 5022867, 5022868, 5022869, 5022870, 5022871, 5022872, 5022873, 5022875, 5022876, 5022877, 5022878]",0.0,1.0,1.0,0.0
3513,5022879,M,Y,Y,1,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,2.0,"[5022879, 5022880, 5022881, 5022882, 5022886, 5022887, 5022888, 5022889, 5022890, 5022891, 5022892, 5022893]",1.0,1.0,1.0,0.0
3528,5022894,M,N,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,-13326,-2588,1,1,0,0,Laborers,2.0,"[5022894, 5022895, 5022896]",0.0,1.0,1.0,1.0
3531,5022897,F,N,Y,0,126000.0,State servant,Higher education,Married,House / apartment,-19292,-1371,1,0,0,1,Core staff,2.0,[5022897],0.0,0.0,0.0,0.0
3532,5022898,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,Null,3.0,"[5022898, 5022900, 5022901, 5022902, 5022903, 5022904, 5022905, 5113232, 5113233]",0.0,0.0,0.0,0.0
3541,5022906,M,N,N,0,189000.0,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,1,0,0,0,Core staff,2.0,"[5022906, 5022907, 5022908, 5022909, 5022910]",0.0,0.0,0.0,0.0
3547,5022912,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,1.0,"[5022912, 5022913, 5022914, 5022915, 5022917, 5022918, 5022921, 5022922, 5022923, 5090081, 5113052, 5113054]",0.0,1.0,1.0,1.0
3559,5022925,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,Null,2.0,"[5022925, 5022926, 5022927, 5022928, 5022929]",1.0,1.0,1.0,1.0
3564,5022930,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-9154,-187,1,0,0,1,Laborers,2.0,"[5022930, 5022931]",1.0,1.0,1.0,0.0
3566,5022932,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-12615,-1156,1,0,0,0,Laborers,4.0,"[5022932, 5022933, 5022934]",0.0,0.0,0.0,0.0
3569,5022935,M,N,N,1,135000.0,Working,Lower secondary,Married,House / apartment,-11642,-248,1,1,1,0,Low-skill Laborers,3.0,[5022935],0.0,0.0,0.0,0.0
3570,5022936,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,1.0,"[5022936, 5022938, 5022939, 5022940, 5022942, 5022943, 5022944, 5022945, 5022946, 5022947, 5113056, 5113057]",0.0,1.0,1.0,0.0
3582,5022950,M,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,With parents,-8231,-731,1,0,0,0,Cooking staff,1.0,"[5022950, 5022951]",0.0,0.0,0.0,0.0
3584,5022952,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,1,0,0,Null,2.0,"[5022952, 5022953, 5022954, 5022955, 5022961, 5113058, 5113059]",0.0,0.0,0.0,0.0
